Customer Name,Account,VIN,Term,Garaging State,Vehicle Yr,Make,Model,Desc,Contract Date,Maturity Date                                                                                                                                                                                                                                                                                                                           
Placeholder727,9000000726,XXXXXXXXXXXXXXXXX,39,NY,2027,KIA,SORENTO,2027 Kia Sorento 4dr Wgn Lx Gdi,24-Feb-20,24-MAY-23                                                                                                                                                                                                                                                                                                    
Placeholder728,9000000727,XXXXXXXXXXXXXXXXX,39,IL,2027,HYUNDAI,TUCSON,2027 Hyundai Tucson 4dr Wgn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder729,9000000728,XXXXXXXXXXXXXXXXX,39,PA,2027,KIA,SPORTAGE,2027 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder730,9000000729,XXXXXXXXXXXXXXXXX,39,MO,2027,KIA,SORENTO,2027 Kia Sorento 4dr Wgn Ex V6,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder731,9000000730,XXXXXXXXXXXXXXXXX,39,IL,2027,KIA,SPORTAGE,2027 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                     
Placeholder732,9000000731,XXXXXXXXXXXXXXXXX,39,WI,2027,HYUNDAI,ELANTRA,2027 Hyundai Elantra 4dr Sdn Value,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder733,9000000732,XXXXXXXXXXXXXXXXX,39,FL,2027,KIA,SOUL,2027 Kia Soul 4dr Wgn Lx At,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder734,9000000733,XXXXXXXXXXXXXXXXX,39,CA,2027,HYUNDAI,TUCSON,2027 Hyundai Tucson 4dr Wgn Se,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder735,9000000734,XXXXXXXXXXXXXXXXX,39,WV,2027,KIA,TELLURIDE,2027 Kia Telluride 4dr Wgn Sx,7-Feb-20,07-FEB-23                                                                                                                                                                                                                                                                                                       
Placeholder736,9000000735,XXXXXXXXXXXXXXXXX,39,NJ,2027,HYUNDAI,SANTA FE,2027 Hyundai Santa_Fe 4dr Wgn Sel,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                             
Placeholder737,9000000736,XXXXXXXXXXXXXXXXX,39,NJ,2027,KIA,SPORTAGE,2027 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
Placeholder738,9000000737,XXXXXXXXXXXXXXXXX,39,NJ,2027,HYUNDAI,ELANTRA,2027 Hyundai Elantra 4dr Sdn Sel,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder739,9000000738,XXXXXXXXXXXXXXXXX,39,NJ,2027,HYUNDAI,PALISADE,2027 Hyundai Palisade 4dr Wgn Limited,22-Feb-20,22-FEB-23                                                                                                                                                                                                                                                                                            
Placeholder740,9000000739,XXXXXXXXXXXXXXXXX,39,NY,2027,HYUNDAI,SONATA,2027 Hyundai Sonata 4dr Sdn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                     
Placeholder741,9000000740,XXXXXXXXXXXXXXXXX,39,NY,2027,HYUNDAI,ELANTRA,2027 Hyundai Elantra 4dr Sdn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                 
Placeholder742,9000000741,XXXXXXXXXXXXXXXXX,39,FL,2027,HYUNDAI,TUCSON,2027 Hyundai Tucson 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder743,9000000742,XXXXXXXXXXXXXXXXX,39,FL,2027,KIA,SPORTAGE,2027 Kia Sportage 4dr Wgn Lx,22-Feb-20,22-JUL-23                                                                                                                                                                                                                                                                                                           
Placeholder744,9000000743,XXXXXXXXXXXXXXXXX,39,VA,2026,HYUNDAI,IONIQ PHEV,2026 Hyundai Ioniq_Phev 5dr Hb Plug-In,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder745,9000000744,XXXXXXXXXXXXXXXXX,39,NJ,2027,HYUNDAI,SONATA,2027 Hyundai Sonata 4dr Sdn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder746,9000000745,XXXXXXXXXXXXXXXXX,39,PA,2027,HYUNDAI,TUCSON,2027 Hyundai Tucson 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                   
Placeholder747,9000000746,XXXXXXXXXXXXXXXXX,39,PA,2027,HYUNDAI,SANTA FE,2027 Hyundai Santa_Fe 4dr Wgn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                          
Placeholder748,9000000747,XXXXXXXXXXXXXXXXX,39,FL,2026,GENESIS,G77,2026 Genesis G70 4dr Sdn 2.0t,18-Feb-20,18-MAR-23                                                                                                                                                                                                                                                                                                          
Placeholder749,9000000748,XXXXXXXXXXXXXXXXX,39,NE,2027,HYUNDAI,ELANTRA,2027 Hyundai Elantra 4dr Sdn Se,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder750,9000000749,XXXXXXXXXXXXXXXXX,39,NY,2027,KIA,FORTE,2027 Kia Forte 4dr Sdn Lxs At,27-Feb-20,27-MAY-23                                                                                                                                                                                                                                                                                                       
Placeholder751,9000000750,XXXXXXXXXXXXXXXXX,39,PA,2027,HYUNDAI,KONA,2027 Hyundai Kona 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                    
Placeholder752,9000000751,XXXXXXXXXXXXXXXXX,39,TX,2027,HYUNDAI,ELANTRA,2027 Hyundai Elantra 4dr Sdn Se,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                                      
Placeholder753,9000000752,XXXXXXXXXXXXXXXXX,39,PA,2027,KIA,OPTIMA,2027 Kia Optima 4dr Sdn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
Placeholder754,9000000753,XXXXXXXXXXXXXXXXX,39,FL,2026,HYUNDAI,SONATA,2026 HYUNDAI SONATA SEL,6-Feb-19,06-FEB-22                                                                                                                                                                                                                                                                                                            
Placeholder755,9000000754,XXXXXXXXXXXXXXXXX,39,NH,2027,KIA,SPORTAGE,2027 KIA SPORTAGE EX AWD AT,20-Aug-19,20-AUG-22                                                                                                                                                                                                                                                                                                           
Placeholder756,9000000755,XXXXXXXXXXXXXXXXX,39,FL,2025,HYUNDAI,SANTA FE SPORT,2025 HYUNDAI SANTA FE SPORT 2.4 FWD,28-May-18,28-MAY-21                                                                                                                                                                                                                                                                                          
Placeholder757,9000000756,XXXXXXXXXXXXXXXXX,39,SC,2025,HYUNDAI,SONATA,2025 HYUNDAI SONATA SEL,26-May-18,26-MAY-21                                                                                                                                                                                                                                                                                                          
Placeholder758,9000000757,XXXXXXXXXXXXXXXXX,39,NV,2026,HYUNDAI,VELOSTER,2026 HYUNDAI VELOSTER 2.0 PREMIUM,20-Mar-19,20-MAR-22                                                                                                                                                                                                                                                                                     
Placeholder759,9000000758,XXXXXXXXXXXXXXXXX,39,WY,2026,HYUNDAI,SONATA,2026 HYUNDAI SONATA SE,26-Jun-19,26-JUN-22                                                                                                                                                                                                                                                                                                             
Placeholder760,9000000759,XXXXXXXXXXXXXXXXX,39,NY,2025,KIA,SPORTAGE,2025 KIA SPORTAGE EX AWD AT,20-Feb-18,20-AUG-21                                                                                                                                                                                                                                                                                                          
Placeholder761,9000000760,XXXXXXXXXXXXXXXXX,39,IL,2026,HYUNDAI,SONATA,2026 HYUNDAI SONATA LIMITED,4-Jul-19,04-JUL-22                                                                                                                                                                                                                                                                                                           
Placeholder762,9000000761,XXXXXXXXXXXXXXXXX,39,CA,2025,HYUNDAI,SONATA,2025 HYUNDAI SONATA ECO,10-Sep-18,10-SEP-21                                                                                                                                                                                                                                                                                                        
Placeholder763,9000000762,XXXXXXXXXXXXXXXXX,39,NY,2024,KIA,OPTIMA,2024 KIA OPTIMA LX 4CYL AT,31-Jul-17,01-AUG-21                                                                                                                                                                                                                                                                                                              
Placeholder764,9000000763,XXXXXXXXXXXXXXXXX,39,PA,2026,HYUNDAI,ELANTRA,2026 HYUNDAI ELANTRA SE,29-Jul-19,01-AUG-22                                                                                                                                                                                                                                                                                                              
Placeholder765,9000000764,XXXXXXXXXXXXXXXXX,39,NJ,2027,HYUNDAI,TUCSON,2027 HYUNDAI TUCSON ULTIMATE AWD,21-Feb-20,21-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder766,9000000765,XXXXXXXXXXXXXXXXX,39,WA,2026,HYUNDAI,KONA,2026 HYUNDAI KONA LIMITED AWD,4-Mar-19,04-MAR-22                                                                                                                                                                                                                                                                                                     
Placeholder767,9000000766,XXXXXXXXXXXXXXXXX,39,FL,2027,HYUNDAI,TUCSON,2027 HYUNDAI TUCSON SE FWD SULEV,20-Nov-19,20-DEC-22                                                                                                                                                                                                                                                                                          
Placeholder768,9000000767,XXXXXXXXXXXXXXXXX,39,FL,2026,HYUNDAI,SONATA,2026 HYUNDAI SONATA SE,9-Jun-19,09-JUN-22                                                                                                                                                                                                                                                                                                            
Placeholder769,9000000768,XXXXXXXXXXXXXXXXX,39,TX,2026,KIA,STINGER,2026 KIA STINGER GT1 RWD V6,26-Jun-19,26-JUN-22                                                                                                                                                                                                                                                                                                              
Placeholder770,9000000769,XXXXXXXXXXXXXXXXX,39,CA,2027,KIA,SOUL,2027 KIA SOUL LX AT,30-Mar-19,01-APR-22                                                                                                                                                                                                                                                                                                                        
Placeholder771,9000000770,XXXXXXXXXXXXXXXXX,39,NY,2026,HYUNDAI,TUCSON,2026 HYUNDAI TUCSON SE AWD,30-Jun-19,01-JUL-22                                                                                                                                                                                                                                                                                                         
Placeholder772,9000000771,XXXXXXXXXXXXXXXXX,39,NY,2026,HYUNDAI,KONA,2026 HYUNDAI KONA  ULTIMATE AWD,16-Feb-19,16-FEB-22                                                                                                                                                                                                                                                                                                      
Placeholder773,9000000772,XXXXXXXXXXXXXXXXX,39,IA,2025,HYUNDAI,ELANTRA,2025 HYUNDAI ELANTRA SEL,18-Sep-18,18-SEP-21                                                                                                                                                                                                                                                                                                           
Placeholder774,9000000773,XXXXXXXXXXXXXXXXX,39,IL,2027,KIA,SOUL,2027 KIA SOUL LX AT,8-Aug-19,08-AUG-22                                                                                                                                                                                                                                                                                                                   
Placeholder775,9000000774,XXXXXXXXXXXXXXXXX,39,OR,2026,HYUNDAI,SONATA,2026 HYUNDAI SONATA LIMITED,13-Apr-19,13-APR-22                                                                                                                                                                                                                                                                                                         
Placeholder776,9000000775,XXXXXXXXXXXXXXXXX,39,CA,2025,HYUNDAI,ELANTRA,2025 HYUNDAI ELANTRA VALUE EDITION,15-Sep-18,15-SEP-21                                                                                                                                                                                                                                                                                                
Placeholder777,9000000776,XXXXXXXXXXXXXXXXX,39,NJ,2025,HYUNDAI,TUCSON,2025 HYUNDAI TUCSON SPORT AWD,21-Aug-18,21-AUG-21                                                                                                                                                                                                                                                                                                
Placeholder778,9000000777,XXXXXXXXXXXXXXXXX,39,CA,2026,HYUNDAI,ELANTRA,2026 HYUNDAI ELANTRA SPORT,4-Mar-19,04-MAR-22                                                                                                                                                                                                                                                                                                       
Placeholder779,9000000778,XXXXXXXXXXXXXXXXX,39,NC,2027,KIA,SOUL,2027 KIA SOUL EX AT,23-May-19,23-JUN-22                                                                                                                                                                                                                                                                                                                       
Placeholder780,9000000779,XXXXXXXXXXXXXXXXX,39,NY,2026,KIA,OPTIMA,2026 KIA OPTIMA LX 4CYL AT,26-Apr-19,26-APR-22                                                                                                                                                                                                                                                                                                               
Placeholder781,9000000780,XXXXXXXXXXXXXXXXX,39,NY,2026,KIA,OPTIMA,2026 KIA OPTIMA EX 1.6T AT,27-Mar-19,27-MAR-22                                                                                                                                                                                                                                                                                                            
Placeholder782,9000000781,XXXXXXXXXXXXXXXXX,39,FL,2027,HYUNDAI,TUCSON,2027 HYUNDAI TUCSON VALUE FWD SULEV,18-Feb-20,18-MAR-23                                                                                                                                                                                                                                                                                            
Placeholder783,9000000782,XXXXXXXXXXXXXXXXX,39,FL,2026,HYUNDAI,SONATA,2026 HYUNDAI SONATA SEL,22-May-19,22-MAY-22                                                                                                                                                                                                                                                                                                           
Placeholder784,9000000783,XXXXXXXXXXXXXXXXX,39,NY,2027,KIA,SPORTAGE,2027 KIA SPORTAGE S AWD AT,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder785,9000000784,XXXXXXXXXXXXXXXXX,39,NY,2026,KIA,SPORTAGE,2026 KIA SPORTAGE SX AWD AT,19-Feb-19,19-FEB-22                                                                                                                                                                                                                                                                                                          
Placeholder786,9000000785,XXXXXXXXXXXXXXXXX,39,GA,2026,HYUNDAI,IONIQ HYBRID,2026 HYUNDAI IONIQ HYBRID LIMITED,21-Dec-19,21-DEC-22                                                                                                                                                                                                                                                                                            
Placeholder787,9000000786,XXXXXXXXXXXXXXXXX,39,MA,2026,HYUNDAI,SONATA,2026 HYUNDAI SONATA LIMITED,27-Oct-18,27-OCT-21                                                                                                                                                                                                                                                                                                        
Placeholder788,9000000787,XXXXXXXXXXXXXXXXX,39,FL,2026,HYUNDAI,KONA,2026 HYUNDAI KONA SEL FWD,23-Jun-19,23-JUN-22                                                                                                                                                                                                                                                                                                   
Placeholder789,9000000788,XXXXXXXXXXXXXXXXX,39,CA,2025,GENESIS,G87,2025 GENESIS G80 RWD 3.8,2-Dec-17,02-JUN-21                                                                                                                                                                                                                                                                                                              
Placeholder790,9000000789,XXXXXXXXXXXXXXXXX,39,TX,2026,HYUNDAI,TUCSON,2026 HYUNDAI TUCSON SE FWD,11-Oct-19,11-JAN-23                                                                                                                                                                                                                                                                                                            
Placeholder791,9000000790,XXXXXXXXXXXXXXXXX,39,MA,2027,KIA,OPTIMA,2027 KIA OPTIMA EX PREM,29-Jan-20,01-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder792,9000000791,XXXXXXXXXXXXXXXXX,39,FL,2025,GENESIS,G87,2025 GENESIS G80 AWD 3.8,23-Oct-18,23-OCT-21                                                                                                                                                                                                                                                                                                            
Placeholder793,9000000792,XXXXXXXXXXXXXXXXX,39,NJ,2028,KIA,OPTIMA,2028 Kia Optima 4dr Sdn Se,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                           
Placeholder794,9000000793,XXXXXXXXXXXXXXXXX,39,NJ,2028,KIA,FORTE,2028 Kia Forte 4dr Sdn Lxs At,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder795,9000000794,XXXXXXXXXXXXXXXXX,39,NY,2027,KIA,NIRO EV,2027 Kia Niro_Ev 4dr Wgn Ex,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder796,9000000795,XXXXXXXXXXXXXXXXX,39,NY,2028,KIA,SOUL,2028 Kia Soul 4dr Wgn Lx At,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                         
Placeholder797,9000000796,XXXXXXXXXXXXXXXXX,39,FL,2028,HYUNDAI,SANTA FE,2028 Hyundai Santa_Fe 4dr Wgn Limited 2.0t,13-Feb-20,13-FEB-23                                                                                                                                                                                                                                                                                      
Placeholder798,9000000797,XXXXXXXXXXXXXXXXX,39,CA,2028,HYUNDAI,ELANTRA GT,2028 Hyundai Elantra_Gt 5dr Hb N Line At,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder799,9000000798,XXXXXXXXXXXXXXXXX,39,NY,2027,HYUNDAI,SONATA,2027 Hyundai Sonata 4dr Sdn Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder800,9000000799,XXXXXXXXXXXXXXXXX,39,NY,2028,HYUNDAI,PALISADE,2028 Hyundai Palisade 4dr Wgn Limited,1-Mar-20,01-JUN-24                                                                                                                                                                                                                                                                                             
Placeholder801,9000000800,XXXXXXXXXXXXXXXXX,39,NJ,2027,HYUNDAI,IONIQ PHEV,2027 Hyundai Ioniq_Phev 5dr Hb Plug-In,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                         
Placeholder802,9000000801,XXXXXXXXXXXXXXXXX,39,AZ,2028,HYUNDAI,TUCSON,2028 Hyundai Tucson Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                          
Placeholder803,9000000802,XXXXXXXXXXXXXXXXX,39,FL,2027,HYUNDAI,SONATA,2027 Hyundai Sonata 4dr Sdn Se,17-Feb-20,17-FEB-23                                                                                                                                                                                                                                                                                                    
Placeholder804,9000000803,XXXXXXXXXXXXXXXXX,39,FL,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn Ex,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder805,9000000804,XXXXXXXXXXXXXXXXX,39,PA,2028,HYUNDAI,TUCSON,2028 Hyundai Tucson 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder806,9000000805,XXXXXXXXXXXXXXXXX,39,NY,2028,KIA,TELLURIDE,2028 Kia Telluride 4dr Wgn Ex,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                       
Placeholder807,9000000806,XXXXXXXXXXXXXXXXX,39,FL,2028,HYUNDAI,TUCSON,2028 Hyundai Tucson 4dr Wgn Value,29-Feb-20,29-APR-23                                                                                                                                                                                                                                                                                     
Placeholder808,9000000807,XXXXXXXXXXXXXXXXX,39,CA,2028,KIA,FORTE,2028 Kia Forte 4dr Sdn Gt-Line At,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                   
Placeholder809,9000000808,XXXXXXXXXXXXXXXXX,39,WI,2028,KIA,FORTE,2028 Kia Forte 4dr Sdn Lxs At,25-Feb-20,25-MAY-23                                                                                                                                                                                                                                                                                                         
Placeholder810,9000000809,XXXXXXXXXXXXXXXXX,39,FL,2028,HYUNDAI,KONA,2028 Hyundai Kona 4dr Wgn Sel,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                      
Placeholder811,9000000810,XXXXXXXXXXXXXXXXX,39,CA,2028,KIA,SORENTO,2028 Kia Sorento 4dr Wgn Lx Gdi,1-Mar-20,01-AUG-23                                                                                                                                                                                                                                                                                                      
Placeholder812,9000000811,XXXXXXXXXXXXXXXXX,39,WI,2027,GENESIS,G78,2027 Genesis G70 4dr Sdn 3.3t,25-Feb-20,25-FEB-23                                                                                                                                                                                                                                                                                                        
Placeholder813,9000000812,XXXXXXXXXXXXXXXXX,39,OH,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn S,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                           
Placeholder814,9000000813,XXXXXXXXXXXXXXXXX,39,NY,2028,HYUNDAI,ELANTRA,2028 Hyundai Elantra 4dr Sdn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                       
Placeholder815,9000000814,XXXXXXXXXXXXXXXXX,39,CT,2028,HYUNDAI,PALISADE,2028 Hyundai Palisade 4dr Wgn Sel,28-Feb-20,28-APR-23                                                                                                                                                                                                                                                                                                 
Placeholder816,9000000815,XXXXXXXXXXXXXXXXX,39,NY,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder817,9000000816,XXXXXXXXXXXXXXXXX,39,NJ,2028,KIA,SORENTO,2028 Kia Sorento 4dr Wgn Ex V6,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                         
Placeholder818,9000000817,XXXXXXXXXXXXXXXXX,39,NY,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder819,9000000818,XXXXXXXXXXXXXXXXX,39,AZ,2028,HYUNDAI,ELANTRA,2028 Hyundai Elantra 4dr Sdn Value,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder820,9000000819,XXXXXXXXXXXXXXXXX,39,NY,2029,KIA,SELTOS,2029 Kia Seltos 4dr Wgn S 1.6t,1-Mar-20,01-JUN-23                                                                                                                                                                                                                                                                                                     
Placeholder821,9000000820,XXXXXXXXXXXXXXXXX,39,VA,2028,HYUNDAI,SONATA,2028 Hyundai Sonata 4dr Sdn Sel,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                     
Placeholder822,9000000821,XXXXXXXXXXXXXXXXX,39,NY,2028,HYUNDAI,SANTA FE,2028 Hyundai Santa_Fe 4dr Wgn Se,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                                
Placeholder823,9000000822,XXXXXXXXXXXXXXXXX,39,PA,2028,KIA,STINGER,2028 Kia Stinger 4dr Sdn Gt1 Awd,21-Feb-20,21-JUL-23                                                                                                                                                                                                                                                                                                    
Placeholder824,9000000823,XXXXXXXXXXXXXXXXX,39,PA,2028,HYUNDAI,SONATA,2028 Hyundai Sonata 4dr Sdn Se,1-Mar-20,01-MAR-23                                                                                                                                                                                                                                                                                                       
Placeholder825,9000000824,XXXXXXXXXXXXXXXXX,39,NY,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn Lx,25-Feb-20,25-MAY-23                                                                                                                                                                                                                                                                                                        
Placeholder826,9000000825,XXXXXXXXXXXXXXXXX,39,NY,2028,KIA,SORENTO,2028 Kia Sorento 4dr Wgn Lx Gdi,24-Feb-20,24-MAY-23                                                                                                                                                                                                                                                                                                    
Placeholder827,9000000826,XXXXXXXXXXXXXXXXX,39,IL,2028,HYUNDAI,TUCSON,2028 Hyundai Tucson 4dr Wgn Value,28-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder828,9000000827,XXXXXXXXXXXXXXXXX,39,PA,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                            
Placeholder829,9000000828,XXXXXXXXXXXXXXXXX,39,MO,2028,KIA,SORENTO,2028 Kia Sorento 4dr Wgn Ex V6,26-Feb-20,26-MAY-23                                                                                                                                                                                                                                                                                                      
Placeholder830,9000000829,XXXXXXXXXXXXXXXXX,39,IL,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                     
Placeholder831,9000000830,XXXXXXXXXXXXXXXXX,39,WI,2028,HYUNDAI,ELANTRA,2028 Hyundai Elantra 4dr Sdn Value,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder832,9000000831,XXXXXXXXXXXXXXXXX,39,FL,2028,KIA,SOUL,2028 Kia Soul 4dr Wgn Lx At,22-Feb-20,22-MAY-23                                                                                                                                                                                                                                                                                                  
Placeholder833,9000000832,XXXXXXXXXXXXXXXXX,39,CA,2028,HYUNDAI,TUCSON,2028 Hyundai Tucson 4dr Wgn Se,29-Feb-20,28-FEB-23                                                                                                                                                                                                                                                                                               
Placeholder834,9000000833,XXXXXXXXXXXXXXXXX,39,WV,2028,KIA,TELLURIDE,2028 Kia Telluride 4dr Wgn Sx,7-Feb-20,07-FEB-23                                                                                                                                                                                                                                                                                                       
Placeholder835,9000000834,XXXXXXXXXXXXXXXXX,39,NJ,2028,HYUNDAI,SANTA FE,2028 Hyundai Santa_Fe 4dr Wgn Sel,27-Feb-20,27-FEB-23                                                                                                                                                                                                                                                                                             
Placeholder836,9000000835,XXXXXXXXXXXXXXXXX,39,NJ,2028,KIA,SPORTAGE,2028 Kia Sportage 4dr Wgn Lx,28-Feb-20,28-MAY-23                                                                                                                                                                                                                                                                                                             
